RLBWXYH,class
[125  89  40  20  28   7   1   1],text
[297 198  56  49  19   2   0   0],text
[182 137  54  39  18  11   0   0],text
[157 160  37  33  32   3   0   1],text
[170 145  52  18  31   5   2   0],text
[154 154  47  21  32   6   1   0],text
[ 10  47 107 100  17   0   0   0],text
[176 124  49  30  30   6   2   0],text
[12 67 90 76 23  0  1  0],text
[96 69 31 22 34  6  3  0],text
[128  90  41  22  32   5   2   1],text
[32 18 85 19 55  0  1  1],non-text
[174 116  68  35  25   4   1   0],text
[125  69  43  22  22  12   2   0],text
[185 147  57  39  16   3   4   0],text
[141  73  70  35  24   8   2   0],text
[329 165  63  29  12  11   0   0],text
[178 137  66  33  17   4   1   1],text
[144  67  55  30  28   5   3   0],text
[194 130  59  48  16   5   3   0],text
[36 39 38 77 32  1  2  0],non-text
[170 155  62  41  17   7   1   0],text
[165  73  85  41  39   1   0   0],non-text
[196 137  55  35  24   8   0   0],text
[133 109  55  34  18   7   0   1],text
[172 123  63  35  26   3   0   1],text
[304 126  66  22  14  10   1   0],text
[193  83  64  23  16   7   4   1],text
[56 14  9 12 23  8  4  3],non-text
[110  33  20  23  48   6   0   0],non-text
[119  60  39  16  28   9   2   2],text
[71 16 10 12 25 15  6  0],non-text
[174 167  46  51  20   5   0   0],text
[ 36 179 109  46  21   1   1   0],text
[161 114  48  31  21  10   2   0],text
[245 104  74  40  20   8   0   0],text
[41 11  7  1 11  7  9  2],non-text
[143  79  42  44  23   3   1   2],text
[134  74  35  24  38   2   1   1],text
[29 19  7  3 12  6  4  3],non-text
[182 195  66  48   7   7   2   0],text
[179 115  69  34  20   7   2   0],text
[96 86 47 17 32  4  2  1],text
[181 148  48  39  19   5   3   0],text
[187 142  55  34  15   6   4   0],text
[321 166  86  36  11   6   1   0],text
[182  77  59  31  21   8   3   0],text
[ 12 101 142  46  19   2   1   0],text
[227  86  70  45  13  10   2   0],text
[85 32 10 17 14  7  3  3],text
[213 132  60  45  22   6   1   0],text
[135  98  76  27  24   5   1   1],text
[138 109  55  27  33   5   2   0],text
[160 112  59  31  19   6   4   0],text
[157 107  44  37  28   5   3   0],text
[212 140  80  37  17   8   1   0],text
[111  53  24  26  32   6   2   1],non-text
[231  92  47  37  11  12   3   0],text
[194 164  53  44  15   7   2   0],text
[135  76  41  39  26   8   2   0],text
[ 7  9 19 43 48  0  0  1],non-text
[142 163  55  18  33   7   1   0],text
[145 103  48  26  27   4   3   1],text
[64 15 17 18 31  1  4  3],non-text
[211 198  68  38  16   6   0   0],text
[185 131  48  25  16   7   5   0],text
[71 34 20 22 17  7  6  2],non-text
[150  83  37  38  21  11   3   0],text
[185  49  42  38  20  14   1   0],text
[165  89  58  29  24   8   2   0],text
[109 240  70  50  15   3   0   0],text
[84  9 11 62 16  3  0  2],non-text
[326  93  74  37   7  12   2   0],text
[243  60  85  23  12  13   3   0],text
[107  65  37  32  23  10   3   0],text
[162 100  57  29  21   4   3   1],text
[ 18  90 122  79  11   0   1   0],text
[242 162  60  29  21   6   2   0],text
[115  73  38   9  30  12   2   0],text
[ 8 17 11 50 57  0  0  1],non-text
[181 161  66  37  17   6   2   0],text
[14 80 78 77 22  1  1  0],text
[88 86 35 45 27  2  1  1],text
[139  47  38  34  45   1   0   0],non-text
[278 220  66  35  15   4   1   0],text
[204 129  66  39  23   6   0   0],text
[193 113  79  28  17   3   4   0],text
[ 17  70 106  69  20   0   0   1],text
[192 156  61  41  12  10   1   0],text
[108  69  28  16  19   7   4   2],text
[160  92  48  39  28   8   0   0],text
[72 91 72 29 36  2  0  1],text
[134  93  47  26  35   7   1   0],text
[20 14  7 45 57  0  2  0],non-text
[252 122  57  27  14  12   1   0],text
[25  4  1  1  6  7  5  4],non-text
[ 5 52 59 76 28  0  0  1],text
[395 184  84  21  11  10   0   0],text
[169 156  61  39   9   4   5   0],text
[77 34 13 11 25  8  3  2],non-text
[110  54  31  25  24   8   1   2],text
[93 55 17 31 19  9  4  1],non-text
[189 135  67  60  21   1   1   0],text
[100  32  11  17  24  15   6   0],non-text
[179 127  73  51  18   4   2   0],text
[249 174  63  32  11  10   2   0],text
[194 106  56  44  23   2   1   1],text
[138  47  44  27  16   5   5   1],text
[151 120  46  17  43   6   0   0],text
[166  51  40  30  22  13   1   0],text
[104  16  25  48  58   3   0   0],non-text
[130  69  44  31  25   3   4   1],text
[250 119  80  27  23   5   2   0],text
[83 32 15 13 38  6  3  1],non-text
[13 37  6  4 43  1  1  2],non-text
[192  51  64  43  19   6   4   0],text
[149  87  49  28  25   4   5   0],text
[166 113  48  29  38   7   0   0],text
[236  89  55  45  16  10   2   0],text
[152 132  44  33  23   5   4   0],text
[189 118  58  33  16   6   4   0],text
[ 6 35 67 72 29  0  2  0],text
[ 14 112  84  66  16   2   0   1],text
[151 133  44  30  24  11   0   0],text
[ 9 25 56 71 39  1  0  0],text
[115  40  38  30  14   8   1   3],non-text
[ 7 11  7 51 60  0  1  0],non-text
[148  97  50  43  21   3   3   0],text
[126  90  35  37  30   7   2   0],text
[106  65  32  38  21  11   2   0],non-text
[51 13 15 14 18  5  2  3],non-text
[31  8  3  2 12  3  3  3],non-text
[268 104  71  34  16  12   0   0],text
[107  91  29  15  19  11   1   2],text
[109  57  33  17  33   4   2   2],text
[361 172  81  34   5  12   0   0],text
[103 105  43  18  26   4   3   1],text
[16 66 72 76 23  1  1  0],text
[52 71 73 76 18  1  1  1],text
[101 135  52  19  30   6   1   1],text
[294 105  69  39  13  11   0   0],text
[232 150  83  34  11   6   3   0],text
[355 142  61  30  22   2   1   0],text
[ 3 24 55 32 54  0  1  0],text
[128  70  35  17  25   9   1   2],text
[ 11 114 153  47   9   1   2   0],text
[26  5  5  5 15  3  0  4],non-text
[234 160  77  33  12   7   2   0],text
[247 192  74  30  10   9   1   0],text
[320 207  83  34  10   5   2   0],text
[172 102  84  31  19   4   3   0],text
[164 120  79  34  22   3   0   1],text
[109  56  23  14  29   7   2   1],text
[245 197 102  26  13   6   0   0],text
[159 112  49  35  10   5   4   1],text
[248 219  70  28  26   1   0   0],text
[139  96  46  32  27   8   1   0],text
[187 147  56  41  21   6   1   0],text
[252  98  73  37  19  10   0   0],text
[144 132  36  42  15   7   2   1],text
[134  82  44  19  21   7   6   0],text
[150 111  40  31  27   3   1   2],text
[204 214  85  29  22   2   0   0],text
[103  88  52  41  20   6   0   1],text
[170 127  75  21  15   7   4   0],text
[181 144  52  30  18   7   3   0],text
[47 13  6  7 15  7  7  1],non-text
[132 176  53  31  27   4   0   0],text
[185  92  55  38  24   5   2   0],text
[176 107  78  42  11   1   3   1],text
[182 137  78  29  21   5   3   0],text
[100 110  33  25  16   5   2   2],text
[181 111  83  26  23   4   3   0],text
[168  97  79  35  29   2   0   1],text
[213 142  46  33  22   3   4   0],text
[124 101  36  15  19   4   8   0],text
[153 137  47  47  21   6   1   0],text
[139 108  71  38  22   5   2   0],text
[49 23  9 29 50  2  0  1],non-text
[156 137  73  29  28   2   2   0],text
[96 29 22 29 33  6  3  1],non-text
[186 174  68  39  14   6   2   0],text
[49 22 16  7 22  5  4  4],non-text
[202 168  59  45  25   1   0   0],text
[144 127  57  38  17   4   4   0],text
[244 119  63  39   7   7   3   1],text
[205 132  82  32  20   6   2   0],text
[219 148  68  31  20   9   0   0],text
[162 123  72  19  26   6   3   0],text
[126 101  54  42  26   7   1   0],text
[123 100  59  30  25   6   1   1],text
[231 177  91  38  11   3   2   0],text
[69 15  7 10 17 17  5  1],non-text
[103  72  18   8  24   8   2   2],text
[272 149  65  30  23   5   0   0],text
[162 111  45  39  23   5   1   1],text
[368 270  88  29  12   2   0   0],text
[118 136  46  21  29   7   1   1],text
[198 117  60  39  25   3   0   1],text
[154 156  46  40  15   3   5   0],text
[81 39 24  7 28  6  3  1],non-text
[191 164  54  34  27   5   0   0],text
[176 116  55  38  24   4   2   0],text
[180 104  76  34  11   4   4   0],text
[199  93  36  32  24   9   0   1],text
[330 121  69  43  10  12   0   0],text
[257  94  79  33  15   9   2   0],text
[164  67  43  15  23   7   2   2],text
[190 142  67  40  16   6   2   0],text
[200 150  52  37  22   6   0   0],text
[78 40 24 18 24  7  4  2],non-text
[226 151  74  41  19   6   0   0],text
[150 164  30  42  23   7   0   1],text
[172 118  57  30  21   3   4   0],text
[300 123  78  33  15   9   1   0],text
[78 35 24  5 19  9  3  2],text
[226 196  64  30  17   8   0   0],text
[157  70  51  34  16  13   2   0],text
[187 104  63  36  19   7   3   0],text
[176 108  46  40  19   4   4   0],text
[36 14  7  6 10  6  4  4],non-text
[175 137  85  29  25   5   1   0],text
[152  81  47  27  21   7   3   1],text
[305 104  86  42  13   9   0   0],text
[ 3 67 43 63 24  1  1  1],text
[138 125  56  23  31   6   2   0],text
[14 87 43 64 28  2  0  1],text
[109  62  50  16  33   5   0   2],text
[207 116  70  37  22   3   1   1],text
[138  64  33  24  21   9   6   0],text
[210 111  69  40  20   2   3   0],text
[195 133  52  39  17   6   2   1],text
[328 113  69  30   9  14   0   0],text
[306  83  62  38  18  10   0   0],text
[112  68  41  30  21   6   4   1],text
[169 150  47  43  19   3   4   0],text
[178 129  76  32  15   7   2   0],text
[205 190  94  30  19   3   0   0],text
[ 14  25 120  68  23   0   1   0],text
[200 101  38  21  35   6   0   1],text
[151  87  43  26  32   5   3   0],text
[204 130  66  33  20   5   3   0],text
[158 181  84  28  22   3   0   1],text
[155 153  48  31  17   6   5   0],text
[123  81  61  24  25  12   1   0],text
[ 99 130  48  36  22   7   2   0],text
[ 3 50 54 78 24  1  0  1],text
[114  87  37  16  27   5   1   2],text
[51 45 12 14 56  0  2  0],non-text
[169 101  70  33  25   4   3   0],text
[146  92  32  17  24   4   3   1],text
[105  73  61  35  19   5   5   0],text
[76 84 62 16 30  7  1  1],non-text
[117  76  61  29  17   8   1   2],text
[ 5 64 58 75 25  1  0  1],text
[117  62  37  27  27   8   1   2],text
[177 117  59  33  21   3   1   2],text
[268 111  58  27  22   7   0   0],text
[104  88  74  26  19   5   5   0],text
[107  40  16  20  22  14   0   2],text
[148  94  42  34  21   5   5   0],text
[159 122  68  44  19   6   0   1],text
[135  95  44  31  15   5   3   1],text
[173 144  73  35  21   1   0   2],text
[162  82  50  35  19   6   3   0],text
[26 16  6  3  9  6  4  5],non-text
[  9 117 106  57  22   1   1   0],text
[176 136  60  37  11   5   6   0],text
[213  99  66  39  16  12   0   0],text
[137  96  51  38  27   5   0   1],text
[175 109  15  24  31   7   3   0],non-text
[145  72  59  37  25   7   1   0],text
[176 107  55  27  19   7   0   2],text
[287  84  64  38  16  12   1   0],text
[189 130  65  34  12   7   1   1],text
[124  70  53  41  38   3   2   0],text
[157  60  57  27  22   5   3   2],text
[135  66  37  20  17  11   5   0],non-text
[132  76  59  36  25   5   1   1],text
[39 29  8 14 20  5  4  2],non-text
[142 107  43  38  18   3   6   0],text
[114  86  38  42  21   8   4   0],text
[117  62  54  26  21   9   4   0],text
[179 109  82  29  18   6   1   1],text
[21 10  1 32 64  0  0  0],non-text
[115  94  40  26  23   7   0   2],text
[138 112  69  32  21   4   3   0],text
[218 142  83  45   9   9   1   0],text
[116  87  34  22  30   8   1   1],non-text
[ 4 59 50 35 46  0  0  1],text
[90 69 41 20 23  6  3  1],text
[204 154  85  29  25   6   0   0],text
[156  98  56  28  18   8   2   1],text
[111  95  92  25  24   1   1   2],text
[233 158  66  43  11   7   3   0],text
[371 135  76  39  11   9   0   0],text
[289 117 107  33   6  13   0   0],text
[115  96  31  15  23  10   0   1],text
[131  98  49  22  16   7   2   2],text
[63 20  6  9 31  9  4  1],non-text
[142 123  56  42  20   4   4   0],text
[203 138  76  44  11   3   4   0],text
[392 165  53  38  16   6   0   0],text
[87 64 32 27 20  4  4  1],non-text
[71 26 17 15 13  6  4  3],non-text
[137 152  60  38  24   4   0   0],text
[13 43 44 74 28  0  2  0],non-text
[177 119  46  40  21   5   3   0],text
[385 161  80  35  10   8   0   0],text
[320 196  66  34  19   1   1   0],text
[176 137  72  37  14   5   3   0],non-text
[180  96  42  43  17   3   3   1],text
[151 189  77  43  17   4   1   0],text
[225 203  84  35  13   7   0   0],text
[130  92  66  27  23   7   1   1],text
[177  85  42  37  21   7   4   0],text
[228 110  39  29  26   7   2   0],text
[79 42 17 24 19  8  2  2],non-text
[125 114  62  28  29   6   1   0],text
[141 146 123  12  22   2   1   1],text
[387 143  36  42  18   7   0   0],text
[178 109  46  27  26   2   5   0],text
[206 150  64  40  16   7   2   0],text
[93 59 36 18 19  7  4  1],text
[180 137  67  30  23   4   2   0],text
[134  84  69  44  31   5   0   0],text
[279 180  64  44  25   1   0   0],text
[108  42  26  22  24   4   2   3],non-text
[188 144  46  36  18   8   1   0],text
[220 133  76  37  12   4   3   0],text
[30 17 22  3 62  1  0  0],non-text
[10 72 72 70 28  0  1  0],text
[75 52 24 10 18  7  6  1],text
[196 127  85  45  19   3   2   0],non-text
[178 148  40  41  17   5   4   0],text
[148 206  52  31  23   1   4   0],text
[76 37 22 18 25  8  5  0],non-text
[163 107  68  23  18   6   3   1],text
[173  79  52  37  29   6   1   0],text
[ 44 163  79  35  30   2   1   0],text
[171  83  54  26  25   6   4   0],text
[252  95  68  26  14  15   1   0],text
[160  67  52  35  19   8   1   1],text
[227 190  76  34  21   2   1   0],text
[131  32  34  43  29   7   2   1],non-text
[160 100  56  32  26   9   2   0],text
[ 67 234  91  44  18   2   1   0],text
[105  73  29  16  26   5   4   1],text
[166  91  85  41  18   2   1   1],text
[177  69  54  32  18   8   3   0],text
[193 150  44  24  28   6   2   0],text
[340 125  72  25  10  14   1   0],text
[158 100  56  39  27   7   0   0],text
[151  77  52  36  23   3   5   0],text
[71 36 36 28 27  4  3  2],text
[118  89  58  18  21   6   1   2],text
[172 121  77  27  20   5   3   0],text
[27 10  0  1 16  4  3  4],non-text
[159 184  57  39  20   4   2   0],text
[216  56  57  28  21  14   1   0],text
[158 101  85  35  18   2   3   1],text
[110 102  55  14  18  10   3   1],text
[178  99  60  35  19   4   3   1],text
[54 11  0 29 63  2  0  0],text
[235 174  65  41  14   6   2   0],text
[270 108  83  40  12   9   1   0],text
[63 16 15 12 38  3  4  2],non-text
[99 57 25 18 27  8  4  1],text
[169 103  55  19  26   6   3   0],text
[252  66  62  33  21  10   1   0],text
[137  87  55  20  28   6   1   1],text
[141  46  38  37  14   7   6   0],text
[65 70 29 29 23  2  3  2],non-text
[162  95  61  30  24   3   4   0],text
[58  5  9 11 16 13  4  3],non-text
[133  71  31  24  35   6   3   0],non-text
[214 137  72  22  19   5   0   2],text
[124 182 107  36  24   2   0   0],text
[115 103  47  31  33   4   2   0],text
[110  62  32  27  29   5   4   0],text
[158 163  73  47  12   4   2   0],text
[166 155  56  46  15   3   4   0],text
[216 111  84  37  29   2   0   0],text
[17 59 94 57 25  0  0  1],text
[201 104  73  28  19   6   2   0],text
[ 0  3 27 38 59  0  1  0],non-text
[179 129  71  43  11   1   7   0],text
[201 158  64  38  16   6   2   0],text
[  8  77 110  74  16   1   1   0],text
[325 205  63  27  27   2   0   0],text
[ 40 148  80  44  23   1   0   1],text
[161  80  47  38  22   4   2   1],text
[140  91  64  25  22   3   2   2],text
[300  89  57  34  16  14   0   0],text
[124  75  49  18  22   4   2   2],text
[197 122  87  31  27   3   2   0],text
[ 8 94 69 58 27  0  0  1],text
[193 192  72  29  24   3   0   0],text
[237 158  81  32  19   5   1   0],text
[206 142  70  39  23   4   0   0],text
[116  66  26  10  22   7   5   1],text
[129  66  47  25  23   9   3   0],text
[310 246  48  27  20   4   0   0],text
[179  97  68  31  22   2   4   0],text
[18 11 15 45 61  0  1  0],non-text
[200 149  47  38  20   6   3   0],text
[190 103  48  34  20   7   3   0],text
[62  6  5 11 22 14  7  0],non-text
[ 58 195 101  38  18   1   2   0],text
[120  52  65  27  23   6   3   1],text
[229 214  79  42   7   7   1   0],text
[186 127  44  31  23   7   0   1],text
[160 118  57  42  15   4   5   0],text
[169 162  63  27  13   7   4   0],text
[220 113  69  15  29   4   3   0],text
[227 217  65  31  15   7   1   0],text
[196 106  50  26  23   6   2   1],text
[157 148  55  24  23   4   5   0],text
[200 127  57  41  17   5   3   0],text
[192 102  63  31  23   8   1   0],text
[137 143  52  35  24   4   1   1],text
[119  98  44  26  28   4   0   2],text
[172  75  37  40  21  13   1   0],text
[192 123 109  21  19   2   3   0],text
[208 121  91  29  21   4   2   0],text
[180 120  75  26  27   3   4   0],text
[ 7 29 94 75 20  1  0  1],text
[151  76  59  21  24   3   5   0],text
[157  61  44  26  35   4   0   2],text
[144 118  84  25  35   1   1   0],text
[195 114  59  20  28   5   2   0],text
